,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,PoolArea,PoolQC,MiscVal,MoSold,SaleType,SaleCondition,SalePrice,HouseAge,HouseModelAge,TotalSF,TotalArea,TotalBath,TotalPorchSF
227,228,160,RM,21.0,1869,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,6,Gable,CompShg,HdBoard,HdBoard,BrkFace,127.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,162,GasA,TA,Y,SBrkr,0,2,1,TA,5,Typ,0,NA,Detchd,Unf,1,280,TA,TA,Y,0,0,NA,0,9,WD,Normal,106000,38,38,1308,1470,1.5,0
228,229,20,RL,70.0,8521,Pave,Reg,Lvl,AllPub,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,70,GasA,TA,Y,SBrkr,0,3,1,TA,5,Typ,1,Fa,Detchd,Unf,1,336,TA,TA,Y,0,0,NA,0,5,WD,Normal,125000,43,43,1754,1824,1.0,0
229,230,120,RL,43.0,3182,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1357,GasA,Ex,Y,SBrkr,0,2,1,Gd,7,Typ,1,TA,Attchd,Fin,2,430,TA,TA,Y,143,0,NA,0,5,WD,Normal,192500,4,3,1571,2928,2.0,20
230,231,20,RL,73.0,8760,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,Hip,CompShg,MetalSd,MetalSd,BrkFace,220.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,1194,GasA,TA,Y,SBrkr,0,3,1,TA,6,Typ,0,NA,Attchd,RFn,1,312,TA,TA,Y,0,0,NA,0,4,WD,Normal,148000,51,51,1194,2388,2.0,120
231,232,60,RL,174.0,15138,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,506.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,773,GasA,Ex,Y,SBrkr,0,4,1,Ex,9,Typ,1,TA,Attchd,Fin,3,810,TA,TA,Y,0,0,NA,0,7,WD,Normal,403000,14,13,3483,4256,3.5,348
232,233,160,RM,21.0,1680,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,297.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,483,GasA,TA,Y,SBrkr,0,2,1,TA,5,Typ,1,Po,Attchd,Unf,1,288,TA,TA,Y,0,0,NA,0,6,WD,Normal,94500,34,34,987,1470,1.5,0
233,234,20,RL,75.0,10650,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,Gd,Av,LwQ,ALQ,0,GasA,TA,Y,SBrkr,0,3,1,TA,5,Typ,0,NA,Attchd,Unf,1,308,TA,TA,Y,365,0,NA,0,2,WD,Normal,128200,34,34,1788,1788,2.0,0
234,235,60,RL,0.0,7851,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,235,GasA,Ex,Y,SBrkr,0,4,1,Gd,8,Typ,2,TA,BuiltIn,Fin,2,440,TA,TA,Y,288,0,NA,0,5,WD,Normal,216500,8,8,2585,2820,3.5,48
235,236,160,RM,21.0,1680,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,6,3,Gable,CompShg,HdBoard,HdBoard,BrkFace,604.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,125,GasA,TA,Y,SBrkr,0,2,1,TA,5,Typ,0,NA,Detchd,Unf,1,264,TA,TA,Y,0,0,NA,0,8,WD,Normal,89500,37,37,1345,1470,1.5,0
236,237,20,RL,65.0,8773,Pave,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,98.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1390,GasA,Ex,Y,SBrkr,0,3,1,Gd,6,Typ,0,NA,Attchd,RFn,2,494,TA,TA,Y,132,0,NA,0,5,WD,Normal,185500,6,6,1438,2828,2.0,105
237,238,60,RL,0.0,9453,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,RRNe,Norm,1Fam,2Story,7,7,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,BLQ,Unf,594,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,0,NA,Attchd,RFn,2,457,TA,TA,Y,370,0,NA,0,2,WD,Normal,194500,17,7,2146,2740,2.5,308
238,239,20,RL,93.0,12030,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,254.0,Ex,TA,PConc,Ex,TA,No,Unf,Unf,1694,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,0,NA,Attchd,Fin,3,818,TA,TA,Y,168,0,NA,0,12,New,Partial,318000,0,0,1694,3388,2.0,228
239,240,50,RL,52.0,8741,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,4,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,Fa,No,LwQ,Unf,641,GasA,TA,Y,FuseA,0,3,1,TA,7,Typ,1,Gd,Detchd,Unf,1,220,TA,TA,Y,0,0,NA,0,4,WD,Normal,113000,65,60,1581,2222,1.5,140
240,241,20,FV,75.0,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,36.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,488,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,0,NA,Attchd,RFn,2,750,TA,TA,Y,144,0,NA,0,4,WD,Normal,262500,2,2,2644,3132,3.0,168
241,242,30,RM,40.0,3880,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,9,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,357,GasA,Gd,Y,SBrkr,0,2,1,Gd,4,Typ,0,NA,NA,None,0,0,NA,NA,Y,58,0,NA,0,8,WD,Normal,110500,62,10,1195,1552,1.0,42
242,243,50,RM,63.0,5000,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,4,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,540,GasA,Gd,N,FuseA,0,3,1,TA,6,Typ,0,NA,Attchd,Unf,1,352,Fa,TA,Y,0,0,NA,0,4,WD,Normal,79000,106,56,1440,1980,1.0,77
243,244,160,RL,75.0,10762,Pave,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,TwnhsE,2Story,6,6,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,Unf,626,GasA,TA,Y,SBrkr,0,3,1,TA,6,Typ,1,TA,Attchd,RFn,1,288,TA,TA,Y,0,0,NA,0,4,WD,Normal,120000,29,29,1217,1843,1.5,28
244,245,60,RL,0.0,8880,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,253,GasA,Ex,Y,SBrkr,0,3,1,Gd,8,Typ,2,Fa,Attchd,RFn,2,463,TA,TA,Y,0,0,NA,0,5,WD,Normal,205000,16,8,2805,3058,3.5,130
245,246,20,RL,80.0,10400,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,102.0,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,916,GasA,Gd,Y,SBrkr,0,3,1,TA,6,Typ,1,TA,Attchd,Fin,2,604,TA,TA,Y,197,0,NA,0,6,WD,Normal,241500,18,18,2801,3717,2.5,39
246,247,190,RM,69.0,9142,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,6,8,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,Fa,Stone,Fa,TA,No,Unf,Unf,1020,GasA,Gd,N,FuseP,0,4,2,Fa,9,Typ,0,NA,Detchd,Unf,1,440,Po,Po,Y,0,0,NA,0,4,WD,Normal,137000,96,56,1928,2948,2.0,172
247,248,20,RL,75.0,11310,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,Hip,CompShg,Wd Sdng,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,1367,GasA,Ex,Y,SBrkr,0,2,1,TA,5,Typ,1,TA,Attchd,Unf,2,451,TA,TA,Y,0,0,NA,0,6,WD,Normal,140000,52,52,1375,2742,1.0,30
248,249,60,RL,72.0,11317,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,101.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,840,GasA,Ex,Y,SBrkr,0,3,1,Gd,8,Typ,0,NA,Attchd,RFn,2,500,TA,TA,Y,144,0,NA,0,9,WD,Normal,180000,4,4,1668,2508,2.5,68
249,250,50,RL,0.0,159000,Pave,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1.5Fin,6,7,Gable,CompShg,Wd Sdng,HdBoard,BrkCmn,472.0,Gd,TA,CBlock,Gd,TA,Gd,Rec,Unf,747,GasA,Gd,Y,SBrkr,0,4,1,Gd,7,Typ,2,TA,Attchd,Fin,2,389,TA,TA,Y,0,0,NA,500,6,WD,Normal,277000,49,1,2841,3588,2.5,98
250,251,30,RL,55.0,5350,Pave,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,3,2,Gable,CompShg,Wd Sdng,Plywood,None,0.0,TA,Po,CBlock,TA,TA,No,Unf,Unf,728,GasA,Ex,Y,SBrkr,0,3,1,Fa,6,Mod,0,NA,NA,None,0,0,NA,NA,Y,263,0,NA,450,5,WD,Normal,76500,70,44,1306,2034,1.0,0
251,252,120,RM,44.0,4750,Pave,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,Stone,481.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,2,1,Gd,5,Typ,1,Gd,Attchd,Fin,2,538,TA,TA,Y,123,0,NA,0,12,WD,Family,235000,1,0,3198,3198,3.5,153
252,253,60,RL,65.0,8366,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,798,GasA,Ex,Y,SBrkr,0,3,1,Gd,6,Typ,0,NA,Attchd,RFn,2,520,TA,TA,Y,138,0,NA,0,12,WD,Normal,173000,4,4,1640,2438,2.5,45
253,254,80,RL,85.0,9350,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,7,Hip,CompShg,HdBoard,HdBoard,BrkFace,108.0,TA,TA,CBlock,Gd,TA,Gd,LwQ,ALQ,452,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Min1,0,NA,Attchd,RFn,1,309,TA,TA,Y,333,0,NA,0,10,CWD,Normal,158000,43,16,2152,2604,2.5,0
254,255,20,RL,70.0,8400,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,Unf,392,GasA,TA,Y,SBrkr,0,3,1,TA,5,Typ,0,NA,Attchd,RFn,1,294,TA,TA,Y,250,0,NA,0,6,WD,Normal,145000,53,53,2236,2628,2.0,0
255,256,60,RL,66.0,8738,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,302.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,975,GasA,Ex,Y,SBrkr,0,4,1,Gd,8,Typ,1,TA,BuiltIn,Fin,2,429,TA,TA,Y,192,0,NA,0,2,WD,Normal,230000,7,7,2291,3266,2.5,0
256,257,60,FV,64.0,8791,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Rec,Unf,361,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,0,NA,Attchd,RFn,2,673,TA,TA,Y,216,0,NA,0,5,WD,Normal,207500,5,5,2231,2592,2.5,56
257,258,20,RL,68.0,8814,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,180.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,270,GasA,Ex,Y,SBrkr,0,3,1,Gd,8,Typ,1,Gd,Attchd,RFn,2,660,TA,TA,Y,123,0,NA,0,3,WD,Abnorml,220000,3,3,2938,3208,3.5,110
258,259,60,RL,80.0,12435,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,172.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,602,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,1,TA,Attchd,RFn,2,564,TA,TA,Y,0,0,NA,0,5,WD,Normal,231500,7,7,2153,2755,2.5,341
259,260,20,RM,70.0,12702,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,PConc,NA,NA,NA,NA,NA,0,GasA,Gd,Y,FuseA,0,2,1,TA,4,Typ,0,NA,Detchd,Unf,1,308,TA,TA,Y,0,0,NA,0,12,WD,Normal,97000,52,52,882,882,1.0,45
260,261,80,RL,120.0,19296,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,SLvl,6,5,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,399.0,TA,TA,CBlock,TA,TA,Gd,Rec,ALQ,0,GasA,TA,Y,SBrkr,0,3,1,TA,6,Typ,1,TA,Attchd,Unf,2,884,TA,TA,Y,0,0,NA,0,5,WD,Normal,176000,47,47,2744,2744,2.0,252
261,262,60,RL,69.0,9588,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,CemntBd,CmentBd,Stone,270.0,Gd,TA,PConc,Ex,TA,No,Unf,Unf,1482,GasA,Ex,Y,SBrkr,0,3,1,Ex,10,Typ,1,Gd,BuiltIn,Fin,3,868,TA,TA,Y,0,0,NA,0,11,New,Partial,276000,0,0,2574,4056,2.5,148
262,263,80,RL,88.0,8471,Pave,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,7,Gable,CompShg,HdBoard,Plywood,BrkFace,46.0,TA,TA,CBlock,Gd,Gd,Av,ALQ,Unf,0,GasA,TA,Y,SBrkr,0,3,1,TA,6,Typ,1,TA,Attchd,Unf,2,492,TA,TA,Y,292,0,NA,0,7,WD,Normal,151000,29,11,1718,1718,2.0,12
263,264,50,RM,50.0,5500,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,ALQ,0,GasA,TA,Y,SBrkr,390,3,1,TA,6,Typ,0,NA,Detchd,Unf,2,484,TA,TA,Y,0,0,NA,0,4,WD,Normal,130000,81,9,1852,2242,2.0,0
264,265,30,RM,30.0,5232,Pave,IR3,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,Unf,680,GasA,Gd,N,FuseP,0,2,1,TA,4,Typ,0,NA,Detchd,Unf,2,504,TA,TA,N,0,0,NA,0,6,WD,Normal,73000,83,4,764,1444,1.0,0
265,266,20,RL,78.0,12090,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,Gable,CompShg,MetalSd,MetalSd,BrkFace,210.0,TA,Gd,CBlock,Gd,TA,No,GLQ,LwQ,606,GasA,TA,Y,SBrkr,0,3,1,Gd,7,Typ,1,TA,Attchd,Fin,2,576,TA,TA,Y,276,0,NA,0,6,WD,Normal,175500,27,27,2238,2844,2.0,0
266,267,60,RL,70.0,11207,Pave,IR1,HLS,AllPub,FR2,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,Unf,88,GasA,Gd,Y,SBrkr,0,3,1,TA,8,Typ,1,TA,Attchd,Fin,2,413,TA,TA,Y,95,0,NA,0,6,WD,Normal,185000,9,9,2225,2313,3.5,75
267,268,75,RL,60.0,8400,Pave,Reg,Bnk,AllPub,Inside,Mod,SWISU,Norm,Norm,1Fam,2.5Fin,5,8,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,LwQ,Unf,342,GasA,Ex,Y,SBrkr,420,4,1,Gd,8,Typ,1,Gd,Detchd,Unf,1,240,TA,TA,Y,262,0,NA,0,7,WD,Normal,179500,69,11,2150,2912,2.5,24
268,269,30,RM,71.0,6900,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Rec,212,GasA,Ex,Y,SBrkr,0,2,1,TA,4,Typ,1,Gd,Detchd,Fin,1,924,Ex,Ex,Y,0,0,NA,0,2,WD,Normal,120500,68,53,1306,1518,1.0,25
269,270,20,RL,0.0,7917,Pave,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,7,Hip,CompShg,HdBoard,HdBoard,BrkFace,174.0,TA,Gd,CBlock,TA,Gd,No,BLQ,Unf,392,GasA,TA,Y,SBrkr,0,3,1,TA,6,Typ,1,Fa,Attchd,RFn,1,504,TA,Gd,Y,370,0,NA,0,5,WD,Normal,148000,31,31,1864,2256,2.5,30
270,271,60,FV,84.0,10728,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,Unf,1095,GasA,Gd,Y,SBrkr,0,3,1,Gd,8,Typ,1,Gd,Attchd,RFn,3,1053,TA,TA,Y,192,0,NA,0,8,New,Partial,266000,0,0,1939,3034,2.5,51
271,272,20,RL,73.0,39104,Pave,IR1,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,7,Flat,Membran,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Gd,LwQ,GLQ,96,GasA,Ex,Y,SBrkr,0,2,1,TA,5,Mod,2,TA,Attchd,Unf,2,439,TA,TA,Y,81,0,NA,0,4,WD,Normal,241500,54,3,2652,2748,2.0,0
272,273,60,RL,92.0,11764,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,Gable,CompShg,VinylSd,VinylSd,BrkFace,348.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,628,GasA,Ex,Y,SBrkr,0,4,1,Gd,9,Typ,1,Gd,Attchd,Fin,3,671,TA,TA,Y,132,0,NA,0,4,WD,Normal,290000,11,3,2794,3422,2.5,57
273,274,20,RL,80.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,6,Hip,CompShg,Wd Sdng,Wd Sdng,BrkCmn,183.0,TA,TA,CBlock,TA,TA,No,Rec,LwQ,0,GasA,Gd,Y,SBrkr,0,3,1,TA,6,Min1,1,Gd,Attchd,RFn,1,338,TA,TA,Y,289,0,NA,0,4,WD,Normal,139000,51,21,2872,2872,3.0,0
274,275,20,RL,76.0,8314,Pave,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,HdBoard,ImStucc,None,0.0,TA,TA,CBlock,TA,TA,Gd,ALQ,Unf,270,GasA,TA,Y,SBrkr,0,2,1,TA,5,Typ,0,NA,Attchd,Unf,1,264,TA,TA,Y,168,0,NA,0,6,WD,Normal,124500,25,25,1362,1632,1.0,0
275,276,50,RL,55.0,7264,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,7,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,BrkTil,TA,TA,No,Unf,Unf,952,GasW,Gd,N,SBrkr,0,3,1,Ex,5,Typ,0,NA,Detchd,Unf,2,672,TA,TA,Y,74,0,NA,0,10,WD,Normal,205000,84,2,1548,2500,2.5,144
276,277,20,RL,129.0,9196,Pave,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,Unf,Unf,1560,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,0,NA,Attchd,Fin,2,573,TA,TA,Y,100,0,NA,0,4,WD,Normal,201000,7,7,1560,3120,2.0,150
277,278,20,RL,140.0,19138,Pave,Reg,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,Unf,744,GasA,Ex,Y,SBrkr,0,2,1,TA,4,Typ,0,NA,Detchd,Unf,2,400,TA,TA,Y,0,0,NA,0,6,WD,Normal,141000,59,59,984,1728,1.0,0
278,279,20,RL,107.0,14450,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,Gable,CompShg,CemntBd,CmentBd,BrkFace,315.0,Ex,TA,PConc,Ex,TA,Gd,Unf,Unf,2121,GasA,Ex,Y,SBrkr,0,3,1,Ex,8,Typ,1,Ex,Attchd,Fin,3,732,TA,TA,Y,124,0,NA,0,5,New,Partial,415298,1,0,2121,4242,2.5,240
279,280,60,RL,83.0,10005,Pave,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,7,5,Hip,CompShg,Plywood,Plywood,BrkFace,299.0,TA,TA,CBlock,Gd,TA,No,BLQ,Unf,768,GasA,Ex,Y,SBrkr,0,4,1,TA,8,Typ,1,TA,Attchd,Fin,2,505,TA,TA,Y,288,0,NA,0,3,WD,Normal,192000,31,31,2414,3182,2.5,117
280,281,60,RL,82.0,11287,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,6,Gable,CompShg,Plywood,Plywood,BrkFace,340.0,Gd,TA,CBlock,Gd,TA,Av,GLQ,Unf,386,GasA,Gd,Y,SBrkr,0,3,1,Gd,7,Typ,1,TA,Attchd,Fin,2,575,TA,TA,Y,0,0,NA,0,1,WD,Normal,228500,18,18,2403,2789,2.5,280
281,282,20,FV,60.0,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,Stone,68.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,357,GasA,Gd,Y,SBrkr,0,2,1,Gd,5,Typ,0,NA,Attchd,Fin,2,572,TA,TA,Y,0,0,NA,0,5,New,Partial,185000,0,0,2167,2524,2.0,120
282,283,120,RL,34.0,5063,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,166.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,410,GasA,Ex,Y,SBrkr,0,2,1,Gd,6,Typ,1,Gd,Attchd,RFn,2,626,TA,TA,Y,172,0,NA,0,4,ConLw,Normal,207500,2,1,2218,2628,3.0,62
283,284,20,RL,74.0,9612,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,72.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1468,GasA,Ex,Y,SBrkr,0,3,1,Gd,6,Typ,1,Gd,Attchd,Fin,3,898,TA,TA,Y,210,0,NA,0,12,New,Partial,244600,1,0,1468,2936,2.0,150
284,285,120,RL,50.0,8012,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,Gable,CompShg,Plywood,ImStucc,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1145,GasA,Gd,Y,SBrkr,0,2,1,Gd,5,Typ,0,NA,Attchd,RFn,2,529,TA,TA,Y,0,0,NA,0,7,WD,Normal,179200,15,15,2005,3150,3.0,52
285,286,160,FV,35.0,4251,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,625,GasA,Ex,Y,SBrkr,0,2,1,Gd,5,Typ,0,NA,Detchd,RFn,2,528,TA,TA,Y,0,0,NA,0,6,New,Partial,164700,1,0,1250,1875,2.5,54
